,case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
5116,20040953,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,6.749931194,1.0,0.0,1.0,-1.03732397
5117,20040954,Italy,Health and Consumers,1,0,0,2004-12-15,,,7/5/05,2004,107,4/9/06,0,0,2.861787397,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.626570206,1.0,0.0,2.0,-1.03732397
5118,20040955,Italy,Internal Market and Services,1,0,0,2004-12-15,,,6/28/06,2004,107,4/9/06,1,0,0.912942605,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.245909265,1.0,0.0,0.0,-1.03732397
5119,20040956,Italy,Internal Market and Services,1,0,0,2004-12-15,,,6/28/06,2004,107,4/9/06,1,0,0.912942605,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.864887934,1.0,0.0,0.0,-1.03732397
5120,20040957,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,1.200477082,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.017506143,1.0,0.0,1.0,-1.03732397
5121,20040958,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,0.912942605,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.159291905,1.0,0.0,1.0,-1.03732397
5122,20040959,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.249215057,1.0,0.0,1.0,-1.03732397
5123,20040960,Italy,Internal Market and Services,1,0,0,2004-12-15,,,7/5/05,2004,107,4/9/06,0,0,2.861787397,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,6.881411304,1.0,0.0,1.0,-1.03732397
5124,20040961,Italy,Health and Consumers,1,0,0,2004-12-15,,,7/5/05,2004,107,4/9/06,0,0,2.861787397,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.641564441,1.0,0.0,4.0,-1.03732397
5125,20040962,Italy,Internal Market and Services,1,0,0,2004-12-15,,,6/28/06,2004,107,4/9/06,1,0,0.912942605,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.808668062,1.0,0.0,1.0,-1.03732397
5126,20040963,Italy,Taxation and Customs Union,1,0,0,2004-12-15,,,12/13/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5112,20040948,Italy,Enterprise and Industry,1,0,0,2004-12-15,,,7/5/05,2004,107,4/9/06,0,0,2.861787397,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.201170883,1.0,0.0,3.0,-1.03732397
5094,20040930,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2004-12-15,10/12/05,,10/12/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.433483923,0.0,0.0,0.0,-1.03732397
4482,20050146,Italy,Health and Consumers,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,6.436150368,1.0,0.0,0.0,-1.03732397
4477,20050140,Italy,Health and Consumers,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.418918622,1.0,0.0,0.0,-1.03732397
4479,20050142,Italy,Enterprise and Industry,1,1,0,2005-02-04,7/5/05,,7/5/05,2005,107,4/9/06,0,0,2.414511543,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,6.995766156,1.0,0.0,0.0,-1.03732397
4478,20050141,Italy,Enterprise and Industry,1,1,0,2005-02-04,7/5/05,,7/5/05,2005,107,4/9/06,0,0,2.414511543,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,7.19142933,1.0,0.0,1.0,-1.03732397
4476,20050139,Italy,Health and Consumers,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,6.923628628,1.0,0.0,1.0,-1.03732397
4475,20050138,Italy,Health and Consumers,1,1,0,2005-02-04,7/5/05,,7/5/05,2005,107,4/9/06,0,0,0.94489088,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.39705739,0.0,0.0,12.0,-1.03732397
4474,20050137,Italy,Enterprise and Industry,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,10.37164573,0.0,0.0,2.0,-1.03732397
4473,20050136,Italy,Energy,1,1,0,2005-02-04,7/5/05,,7/5/05,2005,107,4/9/06,0,0,2.414511543,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.666819365,0.0,0.0,0.0,-1.03732397
4480,20050143,Italy,Health and Consumers,1,1,0,2005-02-04,7/5/05,,7/5/05,2005,107,4/9/06,0,0,2.414511543,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,7.105786129,1.0,0.0,3.0,-1.03732397
4472,20050135,Italy,Mobility and Transport,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.695786647,0.0,0.0,0.0,-1.03732397
4481,20050144,Italy,Enterprise and Industry,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,6.746412129,1.0,0.0,1.0,-1.03732397
4470,20050133,Italy,Home Affairs,1,0,0,2005-02-04,,,12/13/05,2005,107,4/9/06,0,0,2.414511543,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.045465729,0.0,0.0,0.0,-1.03732397
4469,20050132,Italy,Health and Consumers,1,1,0,2005-02-04,7/5/05,,7/5/05,2005,107,4/9/06,0,0,2.414511543,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.933268479,0.0,0.0,0.0,-1.03732397
4471,20050134,Italy,Mobility and Transport,1,0,0,2005-02-04,,,7/5/05,2005,107,4/9/06,0,0,3.309063251,429,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.073402969,0.0,0.0,8.0,-1.03732397
4099,20044718,Italy,Internal Market and Services,1,0,0,2005-03-16,,,12/13/05,2005,107,4/9/06,0,1,2.925683947,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4097,20042168,Italy,Mobility and Transport,1,0,0,2005-03-16,,,10/12/06,2005,107,4/9/06,1,1,0.689304678,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.803574418,0.0,0.0,0.0,-1.03732397
4095,20034759,Italy,Environment,1,0,0,2005-03-16,,,12/13/05,2005,107,4/9/06,0,1,2.925683947,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4094,20034382,Italy,Environment,1,0,0,2005-03-16,,,12/13/05,2005,107,4/9/06,0,1,2.925683947,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.563599489,0.0,0.0,0.0,-1.03732397
4100,20044772,Italy,Internal Market and Services,1,1,0,2005-03-16,12/13/05,,12/13/05,2005,107,4/9/06,0,1,1.296321908,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4093,20032244,Italy,Environment,1,1,0,2005-03-16,7/5/05,,7/5/05,2005,107,4/9/06,0,1,1.615804661,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4092,20025450,Italy,Taxation and Customs Union,1,0,0,2005-03-16,,,6/27/07,2005,107,4/9/06,1,1,0.242028824,389,3.0054,3.8459,,,,,,,,,,,-1.03732397
4098,20042307,Italy,Environment,1,1,1,2005-03-16,10/12/05,6/28/06,10/12/05,2005,107,4/9/06,0,1,0.689304678,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4104,20052015,Italy,Mobility and Transport,1,1,1,2005-03-16,10/12/05,6/28/06,10/12/05,2005,107,4/9/06,0,1,-0.908109086,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.130755893,0.0,0.0,0.0,-1.03732397
4101,20044921,Italy,Environment,1,0,0,2005-03-16,,,12/13/05,2005,107,4/9/06,0,1,2.925683947,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4102,20044928,Italy,Internal Market and Services,1,1,1,2005-03-16,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,1,-0.908109086,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4110,20054065,Italy,Internal Market and Services,1,0,0,2005-03-16,,,6/28/06,2005,107,4/9/06,1,1,1.296321908,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4109,20052086,Italy,Environment,1,0,0,2005-03-16,,,7/5/05,2005,107,4/9/06,0,1,3.85218393,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4108,20052083,Italy,"Communication Networks, Content and Technology",1,0,0,2005-03-16,,,6/27/07,2005,107,4/9/06,1,1,0.242028824,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4107,20052052,Italy,Mobility and Transport,1,1,0,2005-03-16,7/5/05,,7/5/05,2005,107,4/9/06,0,1,1.296321908,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4105,20052035,Italy,Environment,1,0,0,2005-03-16,,,6/28/06,2005,107,4/9/06,1,1,1.296321908,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4103,20052002,Italy,Internal Market and Services,1,1,0,2005-03-16,12/13/05,,12/13/05,2005,107,4/9/06,0,1,0.497615026,389,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
4048,20050362,Italy,Enterprise and Industry,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,1.711649487,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,6.551080335,1.0,0.0,1.0,-1.03732397
4049,20050363,Italy,Health and Consumers,1,0,0,2005-03-22,,,7/5/05,2005,107,4/9/06,0,0,4.267511509,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.687948112,1.0,0.0,5.0,-1.03732397
4047,20050361,Italy,Taxation and Customs Union,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,3.213218425,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.010359589,0.0,0.0,7.0,-1.03732397
4037,20050351,Italy,Health and Consumers,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,3.213218425,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.756378687,0.0,0.0,37.0,-1.03732397
4045,20050359,Italy,Mobility and Transport,1,0,0,2005-03-22,,,7/5/05,2005,107,4/9/06,0,0,4.267511509,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.389323028,1.0,0.0,2.0,-1.03732397
4044,20050358,Italy,Taxation and Customs Union,1,1,1,2005-03-22,7/5/05,6/28/06,7/5/05,2005,107,4/9/06,0,0,0.305925374,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,8.338066526,0.0,0.0,12.0,-1.03732397
4043,20050357,Italy,Health and Consumers,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,3.213218425,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,7.853604813,0.0,0.0,4.0,-1.03732397
4042,20050356,Italy,Enterprise and Industry,1,0,0,2005-03-22,,,7/5/05,2005,107,4/9/06,0,0,4.267511509,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,10.04905868,0.0,0.0,10.0,-1.03732397
4041,20050355,Italy,Internal Market and Services,1,1,1,2005-03-22,7/5/05,12/13/05,7/5/05,2005,107,4/9/06,0,0,0.305925374,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.041092975,0.0,0.0,58.0,-1.03732397
4040,20050354,Italy,Home Affairs,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,3.309063251,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.15641203,0.0,0.0,0.0,-1.03732397
4039,20050353,Italy,Environment,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,3.213218425,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.045465729,0.0,0.0,2.0,-1.03732397
4038,20050352,Italy,Internal Market and Services,1,1,0,2005-03-22,10/12/05,,10/12/05,2005,107,4/9/06,0,0,3.213218425,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,9.289336378,0.0,0.0,1.0,-1.03732397
4046,20050360,Italy,Health and Consumers,1,1,0,2005-03-22,7/5/05,,7/5/05,2005,107,4/9/06,0,0,3.213218425,383,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,7.374629015,1.0,0.0,2.0,-1.03732397
3890,20044224,Italy,Environment,1,1,0,2005-04-06,7/5/05,,7/5/05,2005,107,4/9/06,0,1,1.424115009,368,3.0054,3.8459,1.529551186,0.920784092,0.47802683,-0.994339361,0.292573786,0.0,,,,,-1.03732397
3889,20024017,Italy,Environment,1,0,0,2005-04-06,,,6/27/07,2005,107,4/9/06,1,1,0.33787365,368,3.0054,3.8459,,,,,,,,,,,-1.03732397
3283,20050490,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,1,2005-05-31,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,0,0.369821925,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.736971085,0.0,0.0,0.0,-1.03732397
3284,20050492,Italy,Health and Consumers,1,1,0,2005-05-31,12/13/05,,12/13/05,2005,107,4/9/06,0,0,1.519959835,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,7.196686571,1.0,0.0,1.0,-1.03732397
3285,20050493,Italy,Health and Consumers,1,1,0,2005-05-31,12/13/05,,12/13/05,2005,107,4/9/06,0,0,1.519959835,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.71417053,1.0,0.0,1.0,-1.03732397
3286,20050494,Italy,Health and Consumers,1,0,0,2005-05-31,,,12/13/05,2005,107,4/9/06,0,0,3.404908076,313,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.869014451,1.0,0.0,1.0,-1.03732397
2938,20054216,Italy,Internal Market and Services,1,1,0,2005-07-05,12/21/05,,12/21/05,2005,107,4/9/06,0,1,0.561511577,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2937,20054051,Italy,Environment,1,1,1,2005-07-05,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,1,-0.492781508,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2931,20052200,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,1,2005-07-05,4/4/06,10/12/06,4/4/06,2005,107,4/9/06,0,1,-0.81226426,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2930,20052198,Italy,Internal Market and Services,1,1,1,2005-07-05,4/3/08,10/16/08,4/3/08,2005,107,4/9/06,1,1,-0.940057362,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2929,20052185,Italy,Mobility and Transport,1,1,0,2005-07-05,12/13/05,,12/13/05,2005,107,4/9/06,0,1,0.817097779,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2928,20052117,Italy,Budget,1,1,1,2005-07-05,12/12/06,2/28/08,12/12/06,2005,107,4/9/06,1,1,-1.163695288,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2925,20044171,Italy,Health and Consumers,1,0,0,2005-07-05,,,10/12/06,2005,107,4/9/06,1,1,1.040735706,278,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.704668113,0.0,0.0,1.0,-1.03732397
2858,20052114,Italy,"Justice, Fundamental Rights and Citizenship",1,1,1,2005-07-13,5/3/06,12/12/06,5/3/06,2005,107,4/9/06,1,1,-0.876160811,270,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2822,20054088,Italy,Internal Market and Services,1,1,0,2005-07-20,10/12/06,,10/12/06,2005,107,4/9/06,1,1,0.561511577,263,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.690305809,0.0,0.0,3.0,-1.03732397
2722,20050650,Italy,Health and Consumers,1,1,0,2005-07-28,12/13/05,,12/13/05,2005,107,4/9/06,0,0,1.328270183,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.739336627,1.0,0.0,3.0,-1.03732397
2723,20050651,Italy,Health and Consumers,1,1,0,2005-07-28,12/13/05,,12/13/05,2005,107,4/9/06,0,0,1.328270183,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.538139824,1.0,0.0,2.0,-1.03732397
2721,20050649,Italy,Health and Consumers,1,1,0,2005-07-28,12/13/05,,12/13/05,2005,107,4/9/06,0,0,1.328270183,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,7.099201744,1.0,0.0,5.0,-1.03732397
2720,20050648,Italy,Health and Consumers,1,1,1,2005-07-28,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,0,0.146183998,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.278521424,1.0,0.0,1.0,-1.03732397
2719,20050647,Italy,Taxation and Customs Union,1,0,0,2005-07-28,,,12/13/05,2005,107,4/9/06,0,0,4.075821857,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
2715,20050643,Italy,Enterprise and Industry,1,1,1,2005-07-28,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,0,0.657356402,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,10.42234087,0.0,0.0,35.0,-1.03732397
2717,20050645,Italy,Health and Consumers,1,1,0,2005-07-28,12/13/05,,12/13/05,2005,107,4/9/06,0,0,2.126977065,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,7.546974118,1.0,0.0,2.0,-1.03732397
2716,20050644,Italy,Health and Consumers,1,1,0,2005-07-28,12/13/05,,12/13/05,2005,107,4/9/06,0,0,2.126977065,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,7.658227526,1.0,0.0,4.0,-1.03732397
2714,20050642,Italy,Environment,1,0,0,2005-07-28,,,12/13/05,2005,107,4/9/06,0,0,4.075821857,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.964567703,0.0,0.0,23.0,-1.03732397
2713,20050641,Italy,Mobility and Transport,1,1,1,2005-07-28,12/13/05,6/28/06,12/13/05,2005,107,4/9/06,0,0,1.328270183,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.334711622,0.0,0.0,8.0,-1.03732397
2712,20050640,Italy,Environment,1,1,1,2005-07-28,12/13/05,12/12/06,12/13/05,2005,107,4/9/06,0,0,-0.301091856,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,9.066700922,0.0,0.0,25.0,-1.03732397
2718,20050646,Italy,Health and Consumers,1,1,0,2005-07-28,12/13/05,,12/13/05,2005,107,4/9/06,0,0,2.126977065,255,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.877296071,1.0,0.0,1.0,-1.03732397
1839,20050807,Italy,Mobility and Transport,1,1,0,2005-10-12,6/28/06,,6/28/06,2005,107,4/9/06,1,0,2.222821891,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,9.448096636,0.0,0.0,0.0,-1.03732397
1831,20045159,Italy,Environment,1,0,0,2005-10-12,,,6/25/09,2005,107,4/9/06,1,1,-0.460833232,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1838,20050806,Italy,Health and Consumers,1,0,0,2005-10-12,,,12/13/05,2005,107,4/9/06,0,0,5.321804593,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,9.336179757,0.0,0.0,1.0,-1.03732397
1840,20050808,Italy,Internal Market and Services,1,1,0,2005-10-12,4/4/06,,4/4/06,2005,107,4/9/06,0,0,1.328270183,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,10.313708,0.0,0.0,31.0,-1.03732397
1850,20052005,Italy,Environment,1,0,0,2005-10-12,,,6/28/06,2005,107,4/9/06,1,1,3.149321874,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,10.437639,0.0,0.0,1.0,-1.03732397
1842,20050810,Italy,Health and Consumers,1,1,0,2005-10-12,6/28/06,,6/28/06,2005,107,4/9/06,1,0,1.807494312,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.383204551,0.0,0.0,10.0,-1.03732397
1859,20054264,Italy,Environment,1,0,0,2005-10-12,,,6/28/06,2005,107,4/9/06,1,1,3.149321874,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1857,20054084,Italy,Environment,1,0,0,2005-10-12,,,6/28/06,2005,107,4/9/06,1,1,3.149321874,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1856,20054063,Italy,Enterprise and Industry,1,1,0,2005-10-12,12/12/06,,12/12/06,2005,107,4/9/06,1,1,0.721252953,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1855,20054049,Italy,Environment,1,0,0,2005-10-12,,,4/4/06,2005,107,4/9/06,0,1,3.628546003,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1854,20054026,Italy,Maritime Affairs and Fisheries,1,0,0,2005-10-12,,,10/17/07,2005,107,4/9/06,1,1,0.721252953,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1853,20052315,Italy,Environment,1,1,0,2005-10-12,6/28/06,,6/28/06,2005,107,4/9/06,1,1,0.146183998,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,10.61533381,0.0,0.0,10.0,-1.03732397
1852,20052302,Italy,Taxation and Customs Union,1,1,0,2005-10-12,6/28/06,,6/28/06,2005,107,4/9/06,1,1,1.328270183,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1830,20045143,Italy,Environment,1,0,0,2005-10-12,,,10/17/07,2005,107,4/9/06,1,1,0.721252953,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1849,20052004,Italy,Environment,1,0,0,2005-10-12,,,12/13/05,2005,107,4/9/06,0,1,5.321804593,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,,,,,-1.03732397
1848,20050816,Italy,Enterprise and Industry,1,0,0,2005-10-12,,,4/4/06,2005,107,4/9/06,0,0,3.628546003,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,5.993961427,1.0,0.0,1.0,-1.03732397
1847,20050815,Italy,Enterprise and Industry,1,0,0,2005-10-12,,,4/4/06,2005,107,4/9/06,0,0,3.628546003,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,6.501289671,1.0,0.0,2.0,-1.03732397
1846,20050814,Italy,Health and Consumers,1,0,0,2005-10-12,,,12/13/05,2005,107,4/9/06,0,0,5.321804593,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.564267599,1.0,0.0,0.0,-1.03732397
1845,20050813,Italy,Health and Consumers,1,1,0,2005-10-12,6/28/06,,6/28/06,2005,107,4/9/06,1,0,1.807494312,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,7.779885115,1.0,0.0,5.0,-1.03732397
1844,20050812,Italy,Environment,1,0,0,2005-10-12,,,6/28/06,2005,107,4/9/06,1,0,3.149321874,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,8.719807451,0.0,0.0,10.0,-1.03732397
1843,20050811,Italy,Health and Consumers,1,1,0,2005-10-12,6/28/06,,6/28/06,2005,107,4/9/06,1,0,1.807494312,179,3.0054,3.8459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0.0,7.647786045,1.0,0.0,1.0,-1.03732397
